Weather and Climate Billion-Dollar Disasters to affect the U.S.: 2003
Cost values are in millions of dollars
Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths
Severe Storms/Hail (April 2003),Severe Storm,20030404,20030407,3451,2006.3,3
Severe Storms/Tornadoes (May 2003),Severe Storm,20030503,20030510,7100.9,4128.4,51
Midwest/Plains Severe Weather (July 2003),Severe Storm,20030704,20030709,1476,858.1,7
Southern Derecho and Eastern Severe Weather (July 2003),Severe Storm,20030721,20030723,1734.2,1008.2,7
Hurricane Isabel (September 2003),Tropical Cyclone,20030918,20030919,9322.9,5484,55
California Wildfires (Fall 2003),Wildfire,20030901,20031130,6613.7,3890.4,22
Western/Central Drought/Heat Wave (Spring-Fall 2003),Drought,20030301,20031130,8731.1,5017.7,35
