Weather and Climate Billion-Dollar Disasters to affect the U.S.: 1980
Cost values are in millions of dollars
Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths
Southern Severe Storms and Flooding (April 1980),Flooding,19800410,19800417,2749.4,706.8,7
Hurricane Allen (August 1980),Tropical Cyclone,19800807,19800811,2236.2,590,13
Central/Eastern Drought/Heat Wave (Summer-Fall 1980),Drought,19800601,19801130,40681.2,10020,1260
