Weather and Climate Billion-Dollar Disasters to affect the U.S.: 2000
Cost values are in millions of dollars
Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths
Southeast Winter Storm (January 2000),Winter Storm,20000121,20000124,1320.3,706,4
Southern Severe Weather (March 2000),Severe Storm,20000328,20000329,1269.6,690,0
Western Fire Season (Spring-Summer 2000),Wildfire,20000301,20000831,1978,1075,0
South Florida Flooding (October 2000),Flooding,20001003,20001004,1629,900,3
Western/Central/Southeast Drought/Heat Wave (Spring-Fall 2000),Drought,20000301,20001130,9344.8,4997.2,140
